,NAME,USER_ID,HOURS_DATASCIENCE,HOURS_BACKEND,HOURS_FRONTEND,NUM_COURSES_BEGINNER_DATASCIENCE,NUM_COURSES_BEGINNER_BACKEND,NUM_COURSES_BEGINNER_FRONTEND,NUM_COURSES_ADVANCED_DATASCIENCE,NUM_COURSES_ADVANCED_BACKEND,NUM_COURSES_ADVANCED_FRONTEND,AVG_SCORE_DATASCIENCE,AVG_SCORE_BACKEND,AVG_SCORE_FRONTEND,Profile
17318,David Madrigal,81537418,66,87,52,5,4,2,11,7,3,55,25,66,5
17319,Leo Hamilton,71733360,27,64,46,7,4,5,6,4,4,62,49,79,3
17320,Ann Collins,23629112,40,38,52,1,8,2,4,3,0,59,60,54,2
17321,Charles Bailey,63578604,67,24,36,1,4,2,2,1,0,62,56,54,0
17322,Virginia Potter,66932371,23,67,71,5,6,0,1,4,4,47,84,67,2
17323,Gwendolyn Ketron,80519011,5,0,18,0,4,5,2,6,3,70,58,80,4
17324,Ashley Kahle,68628683,62,53,23,3,6,0,3,4,4,23,87,78,2
17325,George Harmon,6586218,23,60,24,4,4,4,6,3,1,47,63,69,3
17326,Carole Carter,84136597,70,100,17,9,0,7,5,7,4,76,47,91,5
17327,Gladys Romero,30100249,46,50,47,2,6,4,5,5,3,60,71,74,4
17328,Shirley Brooks,43219591,94,82,47,7,4,2,5,7,0,67,59,74,1
17329,Gwendolyn Kennedy,61283211,40,27,53,2,3,2,0,3,3,47,77,55,2
17330,William Young,33176991,61,53,82,5,4,3,6,4,6,67,96,88,1
17331,Dale Fink,66165936,16,51,34,,6,3,3,4,1,94,76,70,1
17332,Susan Terry,29087309,11,98,56,3,5,0,5,5,2,67,65,91,2
17333,Amber Dillon,36628596,50,52,10,6,3,7,3,7,2,53,56,50,5
17334,Alice Rose,7596657,30,54,70,2,2,4,5,4,3,40,66,61,4
17335,Eric Norris,63654485,45,48,90,2,5,4,1,2,2,69,41,69,5
17336,Pamela Smith,19432621,61,37,35,2,7,3,4,5,1,43,72,47,2
17337,Nelia Ross,46003477,63,41,68,3,5,3,2,3,0,77,57,46,2
17338,Corey Dowell,6991248,32,29,0,2,3,2,1,3,3,83,65,58,0
17339,Ruth Guerra,32870017,7,41,25,5,4,5,3,1,5,75,90,84,3
17340,William Curtis,88248283,44,24,0,1,7,4,2,3,1,74,76,66,0
17341,Tommy Beavers,88830554,60,42,0,8,0,9,2,5,4,52,62,78,5
17342,Marie Dominguez,12770574,23,47,41,4,3,8,2,1,4,60,78,71,4
17343,Bryan Bowman,83894807,11,18,38,4,4,6,0,1,5,47,56,95,4
17344,Mary Flicker,48841789,21,59,31,4,4,1,0,8,3,84,68,50,0
17345,Sheron Deshazer,38246727,10,45,61,3,2,4,3,7,5,67,69,72,2
17346,Edward Evans,96147884,6,71,48,2,4,0,5,6,4,60,80,99,2
17347,Burl Cales,36865178,13,12,39,2,2,3,4,3,4,63,73,72,4
17348,Patricia Moore,46647957,76,39,37,8,3,4,4,3,3,57,69,91,5
17349,Charles Waiters,27033927,27,55,60,2,4,1,1,4,1,48,68,50,2
17350,Lauren Phillips,31789550,1,69,39,5,3,6,7,2,4,64,66,72,3
17351,Carla Athayde,47646347,2,54,53,2,3,1,1,7,6,32,79,64,2
17352,Brent Hammonds,80580313,26,21,43,0,3,1,1,6,3,43,70,68,2
17353,Kenneth Nolan,57780176,0,74,51,5,6,2,1,4,3,55,92,48,2
17354,Max Ledesma,80998995,45,63,39,4,5,4,5,9,3,56,58,48,5
17355,Emma Prather,57618392,58,56,22,5,4,6,4,7,8,50,61,53,3
17356,Timothy Campbell,48141064,58,45,29,3,5,4,2,1,4,71,55,73,4
17357,Jerry Daymude,70842442,47,36,18,5,3,3,4,1,3,81,76,94,3
17358,Jeff Booker,36246521,0,35,39,5,2,4,5,3,3,75,86,85,3
17359,Rachele Quincel,69636936,55,33,44,4,3,1,2,5,0,64,88,93,3
17360,Donald Wooden,93543215,0,71,60,2,0,2,9,3,3,68,74,90,3
17361,Timothy Fields,3888667,38,27,46,2,4,8,3,4,1,62,75,70,4
17362,Philip Wilson,97393131,71,67,49,7,2,1,4,6,3,56,61,90,1
17363,Steven Mead,51043729,19,16,26,0,4,5,5,6,1,61,74,80,4
17364,Judy Pascual,40878858,55,16,21,1,5,4,5,4,5,72,53,66,0
17365,Daniel Kealy,15644996,16,66,32,3,3,3,9,0,5,77,73,72,3
17366,Rita Bills,67650676,18,9,34,1,2,6,2,3,3,68,59,68,4
17367,Glenda Green,78692215,20,46,57,4,5,2,4,8,6,85,52,58,0
17368,Jean Stambaugh,93850707,28,27,48,4,7,0,6,3,1,75,86,66,0
17369,Shawn Jessee,64503519,3,13,62,3,0,0,3,2,5,31,34,46,4
17370,Estela Cureton,54173800,25,47,36,3,3,4,5,3,3,97,98,80,1
17371,Valencia Cheatham,75461544,24,30,75,4,2,2,2,1,4,42,66,71,4
17372,Davis Woods,35399247,23,33,14,3,4,1,4,3,2,86,81,63,0
17373,Glenn Issa,93321123,25,37,18,7,4,6,2,2,3,40,78,78,5
17374,Darlene Woodyard,57987669,27,61,70,3,5,3,1,4,1,45,53,28,2
17375,David Nevins,78203458,52,61,40,3,0,1,5,4,2,65,75,80,1
17376,Leroy Vanwinkle,48939611,15,48,34,7,2,3,8,3,3,75,59,88,3
17377,Martha Baisley,35002890,51,50,59,3,5,1,4,7,4,68,51,63,4
17378,Stephen Bailey,87263826,0,57,38,1,8,6,7,5,3,71,61,51,2
17379,Margaret Shipp,74511167,45,18,51,3,3,5,0,4,3,55,75,39,2
17380,Betty Griffith,66708967,26,76,52,1,5,4,5,4,6,51,51,82,5
17381,Wanda Mason,76634487,68,9,31,0,3,3,2,7,0,62,27,56,0
17382,Dennis Knight,40612276,39,57,56,3,4,5,3,2,3,36,46,55,4
17383,Henry Cartier,23604015,10,24,11,9,6,8,3,2,8,86,79,73,3
17384,Teresa Cooper,8535820,22,17,46,2,1,5,5,5,2,69,100,78,4
17385,Alan Shea,32400008,103,104,39,7,0,3,8,4,0,57,94,79,1
17386,Gary Skiba,12053502,,38,44,6,5,6,3,0,3,76,71,68,4
17387,Rosa Kam,96462006,47,16,33,1,2,4,4,5,3,74,55,64,4
17388,Anthony Maxwell,10556687,36,42,56,3,3,5,2,1,3,62,75,96,5
17389,Susan Markham,73763050,52,44,57,3,5,5,5,9,5,69,35,57,0
17390,Marie Stewart,4707794,81,39,37,3,7,4,4,4,3,57,50,52,0
17391,Nancy Coviello,86546896,24,46,27,6,5,3,3,3,0,61,65,72,5
17392,Thomas Lange,87518990,55,40,23,5,8,3,6,3,6,70,82,55,0
17393,Harry Horton,57996751,35,52,64,4,4,7,4,3,3,68,75,64,4
17394,Monty Smith,1215017,43,57,8,4,3,5,3,4,3,78,69,53,1
17395,Emma Mccall,55861574,16,16,30,2,1,3,7,4,6,67,84,77,1
17396,Marla Marlow,26840740,40,58,3,4,7,1,1,4,8,80,58,42,0
17397,Evelyn Corbin,87270554,11,66,32,1,7,3,4,3,3,48,69,53,2
17398,Pamela Jones,22394817,32,35,35,2,4,0,5,5,6,76,51,48,0
17399,Lorette Newell,6165812,39,56,41,6,2,7,5,4,6,72,73,66,3
17400,David Alberto,50893760,48,66,40,6,3,5,4,4,3,61,57,71,3
17401,Robert Pelham,31101558,53,49,39,5,5,1,2,0,1,59,72,49,0
17402,Ronald Reed,42077700,15,54,21,7,5,7,4,4,3,60,65,61,3
17403,Eric Montes,3217974,52,60,48,4,4,5,4,4,1,89,90,71,1
17404,Christine Johnson,1776775,59,71,26,2,5,2,8,0,7,65,67,61,3
17405,Nina Houston,39495761,23,33,53,2,4,3,1,5,4,36,70,41,2
17406,John Culligan,76187433,53,30,16,6,5,3,5,4,6,69,76,72,3
17407,Gregory Niles,23641683,18,76,63,3,6,3,4,4,2,68,59,56,2
17408,Margaret Adams,70320221,10,5,71,2,0,8,0,1,4,25,81,84,4
17409,Nancy Warfield,6612703,20,77,10,5,4,4,1,0,6,80,88,67,1
17410,Damien Ward,11354807,36,74,59,4,6,2,4,4,2,64,77,63,2
17411,Garrett Odonnell,17736316,62,14,33,1,5,5,0,6,0,67,49,66,0
17412,Wayne Concepcion,6594927,33,47,32,2,3,4,3,6,2,75,71,70,1
17413,Jorge Red,7867479,18,81,37,5,8,0,3,4,5,87,71,36,0
17414,Kendra Wolf,20786403,9,0,41,1,0,3,3,2,4,37,51,63,4
17415,Jason Wildridge,21318196,30,31,66,0,6,5,5,11,0,70,80,86,1
17416,Allen Nott,67454380,0,64,40,6,2,5,7,2,1,69,54,85,3
17417,Everette Ortiz,35284515,30,17,63,2,5,6,3,5,2,80,55,51,2
17418,Jose Spilman,44774205,41,69,24,5,5,1,5,6,0,80,43,67,5
17419,Larry Sapp,86498903,27,65,38,2,8,3,5,4,1,77,61,66,2
17420,Michael Medina,51805580,56,45,35,1,6,11,3,4,0,54,78,77,4
17421,Laree Shearer,55841341,32,55,36,5,6,3,1,4,5,77,68,74,1
17422,Steven Forbess,60405297,52,66,60,4,4,2,2,8,0,78,67,82,1
17423,Jason Davis,99201760,6,38,18,4,5,2,2,5,1,85,66,63,1
17424,Miriam Cook,8544749,33,30,76,6,4,4,6,1,2,55,63,50,4
17425,Philip Wilson,62817563,16,10,22,1,3,8,3,5,1,61,83,77,4
17426,Juli Higgins,62939479,21,16,36,1,2,8,4,5,2,65,74,64,4
17427,Mary Zahn,36829567,61,9,15,4,1,5,1,7,3,68,35,61,0
17428,Ernestine Scontras,24031800,44,61,41,3,7,5,6,5,3,69,73,58,2
17429,Rosalie Lee,65973405,0,27,50,5,2,7,5,2,7,87,97,100,3
17430,Melissa Massie,64485054,75,8,65,6,3,5,0,0,1,61,43,85,5
17431,Linda Hickman,64609539,27,23,33,2,3,2,2,3,4,51,36,68,4
17432,Margaret Sanders,62978782,29,52,57,4,3,6,5,4,2,49,83,65,4
17433,John Barnhart,28573458,61,25,16,2,6,4,2,5,3,65,51,59,0
17434,Gary Ortiz,75272473,15,25,32,0,3,2,3,8,3,76,71,85,1
17435,Mary Hewitt,31789388,32,61,22,7,4,6,4,3,2,65,51,67,3
17436,Harold Robison,71664233,97,27,36,1,6,6,5,7,7,55,29,55,0
17437,Aron White,84105765,57,25,16,3,9,3,3,4,0,63,74,52,2
17438,Craig Cruse,47999864,31,57,11,3,5,4,2,7,0,79,64,60,1
17439,Michael Cummings,77938141,55,72,71,4,5,4,7,3,4,55,53,82,5
17440,David Schneider,92768663,29,45,28,4,5,6,4,6,1,76,59,59,1
17441,Ronald Cobb,23229892,33,30,77,3,1,4,5,2,3,39,81,65,4
17442,Sandy Grainger,92536587,20,4,5,7,3,5,5,3,7,83,93,81,3
17443,Lenora Waters,35332754,62,74,46,4,10,5,5,2,0,89,58,33,2
17444,Crystal Dickson,49619041,32,35,54,2,1,6,4,3,3,48,83,70,4
17445,Michelle Saylor,99865787,45,38,41,0,1,6,7,4,3,72,74,63,1
17446,Robert Nelson,31999842,45,80,32,5,4,5,6,4,6,53,45,67,3
17447,Ray Sea,81822353,50,55,20,8,3,6,4,1,3,85,50,72,3
17448,William Knapp,97211712,13,45,10,2,2,5,1,4,2,73,61,53,1
17449,Becky Young,78119577,39,23,48,5,2,1,6,7,5,63,76,100,3
17450,Raymond Maroney,57813417,25,37,35,6,5,3,0,2,6,48,72,100,4
17451,Jeffrey Fleming,23312342,56,33,82,6,3,0,7,2,4,43,74,61,4
17452,Gene Mabry,13506981,79,0,74,5,8,4,8,4,4,50,72,76,0
17453,John Sosa,32094434,55,98,42,4,9,0,7,3,0,85,60,,2
17454,Gail Lee,55226092,52,55,37,3,0,5,6,1,5,84,69,82,3
17455,Elizabeth Calderon,86113343,24,31,46,3,7,1,2,5,3,40,75,58,2
17456,Kathleen Wayland,20134307,5,45,42,6,0,9,5,4,7,85,77,71,3
17457,Richard Campbell,70458718,26,72,0,6,6,0,5,10,0,68,54,,5
17458,John Taylor,19924721,45,16,40,2,8,1,4,4,1,64,76,66,0
17459,Eugene Brown,28695818,60,46,61,2,1,3,3,4,3,29,74,68,4
17460,Christopher Hanna,6606884,52,48,15,5,2,4,5,7,5,56,83,87,5
17461,Brenda Walker,87371391,37,58,16,5,4,6,1,8,1,62,77,62,5
17462,Sue Amyx,60313285,43,27,44,1,3,5,5,6,3,61,44,54,1
17463,Janet Hunter,1312706,0,0,7,2,0,5,6,2,3,69,63,61,4
17464,Catalina Wolfrom,30292424,12,61,81,3,4,0,3,6,3,65,78,74,2
17465,Chad Hacker,11114263,48,31,2,4,4,6,4,5,10,72,78,64,3
17466,Gerald Virgilio,47276972,30,26,67,4,3,2,9,9,0,64,78,85,1
17467,Debi Luttrell,55415408,0,31,9,0,4,7,4,2,4,86,68,50,1
17468,Anthony Bailey,87732878,26,84,40,1,2,6,7,5,7,45,68,53,3
17469,Jessie Mccleskey,5422470,38,66,42,4,1,8,3,4,5,58,64,79,5
17470,Debbie Jackson,20068743,0,54,77,4,4,6,2,7,4,73,82,34,2
17471,Joann Webb,63019872,46,80,9,6,3,5,7,5,2,53,55,67,5
17472,Charles Nilson,17951513,21,37,63,4,0,5,6,4,3,54,73,51,4
17473,Rafael Engler,26791573,64,76,41,6,3,6,3,5,4,63,38,65,3
17474,Marie Hackworth,38321075,31,24,18,5,2,0,2,3,4,70,70,48,0
17475,David Rameau,50134647,40,47,29,5,0,8,0,3,7,62,32,80,5
17476,Frank Gehrmann,84877583,13,15,50,0,3,4,5,7,3,65,84,86,1
17477,Barbara Wyatt,46194940,13,17,73,6,2,7,2,0,3,68,82,69,4
17478,Sandra Sculley,7505441,33,21,48,3,2,3,4,3,4,47,84,82,4
17479,Jeanne Husted,19733856,52,42,1,4,0,5,1,7,6,61,66,89,5
17480,Albert Tate,28139460,50,78,26,5,8,3,5,5,3,58,88,58,2
17481,Abel Setters,27554857,3,18,10,0,0,3,4,2,3,88,58,57,1
17482,Hildegard Carpenter,26499154,72,35,36,0,4,4,3,5,2,56,44,54,0
17483,Michael Hyde,13830130,28,96,49,6,4,4,4,5,5,52,85,44,2
17484,Juan Delapaz,75158425,53,28,57,3,2,5,2,4,3,63,48,56,2
17485,Margie Mckenzie,79892289,27,35,44,3,1,5,5,5,9,80,82,89,3
17486,Eric Black,84897612,58,0,50,2,5,5,5,7,2,65,42,80,0
17487,John Walter,62794205,50,31,55,1,3,8,3,5,1,58,87,77,4
17488,Arthur Roberts,91610475,30,60,56,4,4,5,4,5,4,70,74,52,2
17489,Debra Mccroskey,7730681,39,11,44,0,3,5,2,5,2,66,63,71,4
17490,Matthew Myers,53033070,51,53,22,9,2,5,4,1,2,76,48,95,5
17491,Annie Sullivan,36102157,55,,37,5,7,9,0,3,2,50,78,94,4
17492,Eva Ware,51010207,47,16,31,2,4,2,4,4,3,74,45,55,0
17493,Dawn Johnson,56728700,65,61,47,3,1,4,6,1,6,56,72,67,1
17494,Carmen Howell,90690953,30,48,37,3,2,4,2,4,3,63,46,67,5
17495,Fredrick Danger,23396476,19,70,85,3,2,1,5,7,4,76,74,89,2
17496,Richard Robinson,61254167,26,70,65,1,0,6,6,4,9,70,72,81,3
17497,Patrica Leonard,70236981,35,41,8,3,4,2,3,4,5,78,58,51,0
17498,Mary Robbins,57670720,68,91,62,1,0,5,3,5,3,52,63,66,3
17499,Kelly Stinett,68561662,49,54,37,4,6,2,7,3,1,47,55,64,5
17500,Michael Gonzalez,55443817,62,74,37,3,3,4,7,5,5,56,58,83,5
17501,David Serrano,97578327,57,39,76,3,6,1,4,4,1,80,75,75,2
17502,Justin Williams,8459656,37,36,24,1,4,6,0,3,5,72,82,100,4
17503,Eric Farmer,3759465,41,38,43,2,3,9,3,3,2,60,84,79,4
17504,Lazaro Mcfarland,12595521,21,54,44,3,4,1,0,7,0,84,58,74,1
17505,Rebecca Griffiths,71498019,38,71,53,5,1,5,6,3,6,77,62,64,3
17506,Andrea Berry,54388411,0,47,24,3,2,5,7,0,5,89,83,74,3
17507,Dustin Rodriquez,88987954,43,23,76,2,6,1,6,6,3,65,58,62,0
17508,Linda Faubion,50602339,15,55,30,5,4,6,0,0,4,33,57,79,4
17509,Scott Eatmon,53654917,0,18,66,3,0,6,2,2,3,34,46,51,4
17510,Margaret Duran,32317095,31,23,37,2,5,3,4,3,3,60,46,67,4
17511,Brian Smith,74580334,23,14,13,4,4,2,5,4,6,71,91,81,3
17512,Ronald Mitchell,46959358,21,47,58,2,4,2,1,5,3,55,76,55,2
17513,Laura Cook,1252117,50,69,9,5,2,0,1,6,2,68,54,,1
17514,Felix Matos,70051340,17,11,43,0,3,7,6,4,0,53,70,58,4
17515,Jose Snyder,44235288,63,5,45,2,9,6,4,6,2,64,64,79,0
17516,Dianna Obryant,42344435,41,56,46,3,2,6,1,6,4,61,36,53,5
17517,Richard Obrien,3280175,55,43,29,3,3,2,5,5,7,69,77,67,3
17518,Louis Adams,12276306,67,13,52,3,6,5,5,5,4,58,63,71,0
17519,Elizabeth Wood,17987681,0,15,14,0,5,4,0,11,0,,33,50,1
17520,Ferdinand Oneal,81161825,29,32,50,2,4,4,2,6,3,51,62,54,2
17521,Jon Robinson,74662026,55,14,34,6,8,5,6,7,6,68,91,85,0
17522,Karen Benner,51770106,15,21,68,1,0,3,1,6,3,62,52,71,2
17523,Ian Reynolds,92315619,67,56,17,6,1,7,2,7,5,57,51,75,5
17524,Eliza Ford,41150763,41,0,64,2,2,2,0,7,3,,68,43,2
17525,Anthony Baumbach,27608982,26,43,15,7,2,5,2,0,0,76,59,87,5
17526,Gary Morse,95380795,20,74,53,7,3,9,2,4,6,72,62,64,3
17527,Scott Stewart,5638795,8,59,76,2,3,3,3,6,4,47,65,56,2
17528,John Grim,35343066,22,48,19,6,3,8,3,3,5,71,79,53,3
17529,Gregory Zimmerman,50484794,12,18,30,3,4,2,3,7,4,62,54,73,1
17530,Benjamin Hood,85353218,9,15,28,1,2,2,1,3,5,65,48,75,4
17531,Timothy Caldwell,93821248,22,29,33,0,6,4,4,5,4,63,72,69,4
17532,Thomas Caneva,23416421,36,38,60,4,5,3,2,5,3,65,74,52,2
17533,Agnes Martin,38751292,57,28,55,2,4,3,2,4,2,61,53,66,5
17534,Ellis Deane,85363691,43,30,39,1,7,4,4,4,1,78,75,59,2
17535,James Quinones,31784679,85,0,109,4,6,5,6,3,0,39,46,75,0
17536,Jonathon Flores,21454034,0,58,38,4,3,6,4,3,4,64,82,81,3
17537,George Favors,77365754,23,62,46,4,9,0,1,2,1,57,87,44,2
17538,Maria Garvin,1604711,0,42,42,1,2,0,2,8,4,100,59,51,0
17539,Dollie Feliciano,82477559,56,29,33,3,8,6,4,2,1,87,57,51,2
17540,Larry Koontz,72261557,122,106,64,7,0,2,4,8,0,34,66,80,1
17541,Bobby Flynn,67516290,6,72,69,4,3,2,2,6,4,50,76,56,2
17542,Tyrone Rosas,25144714,34,57,68,3,3,5,4,6,3,72,60,62,2
17543,Dorothy Granger,45648834,22,65,44,4,1,7,5,3,5,71,69,70,3
17544,John Coffell,8068111,1,48,56,3,5,4,0,5,3,58,72,35,2
17545,Marjorie Fitanides,91698436,106,18,39,5,6,1,1,3,1,37,72,51,2
17546,Brian Bunch,92829675,62,11,40,1,6,7,4,8,3,68,49,77,0
17547,Dorothy Melo,53437622,0,73,69,3,2,0,2,7,5,50,78,85,2
17548,Daniel Alexander,75465859,41,73,59,4,3,8,0,2,3,43,78,77,4
17549,Jose Miller,98807633,3,50,18,4,4,6,5,1,6,74,80,73,3
17550,Dona Lampert,13212608,43,22,59,3,8,3,2,4,0,77,71,47,2
17551,David Urena,10461514,65,21,33,3,3,1,4,4,4,71,80,100,3
17552,Gregory Prince,56367894,0,63,50,2,0,4,8,1,2,77,84,72,3
17553,Damon Bowers,69774895,72,100,13,4,3,2,0,7,1,69,62,60,1
17554,Justin Beals,80608353,62,52,24,6,4,5,6,6,2,48,67,57,5
17555,Carroll Pearson,40517067,0,102,75,6,6,3,2,4,3,60,66,40,2
17556,Brittany Carr,51850006,26,23,7,5,4,6,4,3,6,80,86,67,3
17557,Kristina Hunter,32348258,55,35,30,5,5,5,3,6,6,75,35,56,0
17558,Shirley Basbas,61783496,9,0,44,2,0,4,3,3,2,46,59,70,4
17559,Johnny Stacy,48985809,40,42,22,3,4,4,1,7,3,57,68,62,5
17560,Richard Gonzalez,94808666,41,38,44,1,3,9,5,4,0,40,72,61,4
17561,Judith Weiss,81345457,7,37,29,9,2,7,6,2,4,83,61,89,3
17562,Mary Rachel,35115488,38,49,41,4,4,2,2,3,1,80,27,73,5
17563,Jack Fox,3265549,44,71,38,8,2,6,4,4,1,75,51,67,5
17564,Michael Neeley,20370954,54,35,19,5,4,4,5,4,4,39,59,68,5
17565,Anthony Acevedo,94482595,10,20,54,3,3,6,4,4,1,50,66,68,4
17566,James Abner,62444197,47,39,27,2,5,2,2,2,5,74,50,79,4
17567,John Hines,16279726,70,63,45,5,2,2,4,5,3,60,68,69,1
17568,Lawrence Zana,60526640,41,17,30,3,3,5,2,5,5,41,67,59,2
17569,Frank Parker,10664947,4,36,58,4,2,7,1,2,4,49,72,69,4
17570,Ernestine Orr,83545390,50,53,30,0,5,6,2,5,4,64,75,89,4
17571,Donna Woods,13598739,0,43,55,7,2,6,3,5,5,82,75,93,3
17572,Jessie Cover,54226563,24,65,8,5,3,5,3,5,0,83,72,59,1
17573,Deborah Gatlin,44927103,51,38,23,5,6,4,3,7,6,88,41,49,0
17574,Richard Begay,99142783,23,21,56,0,4,3,0,6,3,,54,49,5
17575,Mark Reilly,52367208,47,35,57,3,0,5,6,3,3,44,63,48,4
17576,Albert Mcmillan,23065328,48,35,48,4,4,6,0,4,0,63,73,66,5
17577,Irma Smith,43923390,51,37,33,4,3,4,1,7,3,63,65,64,5
17578,Jan Parker,91846251,32,69,48,3,6,6,6,3,4,90,71,61,2
17579,Frances Burton,10088523,49,94,44,6,5,0,4,4,4,54,97,76,1
17580,William Manning,20121161,33,19,77,2,3,6,5,5,1,77,98,72,4
17581,Chelsea Fleming,9800663,44,14,39,4,3,5,3,9,4,85,44,67,0
17582,Katherine Ruthstrom,4301061,25,34,75,5,3,6,2,1,4,70,74,73,4
17583,Holly Walker,30287584,70,31,0,7,1,6,0,5,0,73,47,55,5
17584,James Jones,99832035,69,69,26,5,3,4,4,6,4,64,35,63,5
17585,Anne Carlson,40001020,78,54,25,3,7,0,5,3,4,46,52,78,4
17586,Brittany Faulkner,19149596,17,36,26,3,3,3,3,6,3,63,65,65,1
17587,Eric Duran,49966548,60,57,40,6,2,8,3,5,6,48,69,77,5
17588,James Gramby,40465314,30,67,0,2,4,5,0,7,1,65,65,58,1
17589,Fred Parker,70961078,0,39,0,0,7,7,0,3,5,,92,59,1
17590,Cristina Petersik,53891402,69,15,45,5,5,8,4,5,2,65,46,73,0
17591,Jarrett Purser,70314415,13,22,58,3,5,6,1,6,3,62,76,26,2
17592,Clayton Farrell,10137564,56,36,41,6,3,5,3,1,3,50,55,88,5
17593,David Mullet,97377994,40,38,40,4,0,3,5,3,3,84,87,77,3
17594,Owen Mctigue,9707283,29,74,36,3,4,3,3,2,6,62,84,76,1
17595,Marcy Bailey,45770593,58,53,34,5,3,4,5,5,3,63,49,68,5
17596,James Petrie,22216484,0,24,16,0,7,6,0,3,8,,75,64,1
17597,Betty Davenport,35200395,0,39,14,9,7,8,2,0,5,80,73,78,3
17598,William Hullinger,2485596,45,84,67,4,3,5,3,5,4,55,75,55,3
17599,Steven Brannan,23961915,27,70,46,3,6,2,5,5,2,67,66,70,2
17600,Christa Dungey,66861416,22,4,42,1,0,3,4,2,4,63,63,67,4
17601,Michael Jackson,30749787,31,29,15,3,6,6,2,5,4,83,60,69,0
17602,Joe Pedigo,74264274,14,44,25,2,8,5,1,9,3,59,52,74,1
17603,Paul Edwards,23490102,58,11,22,6,3,7,0,6,1,36,74,54,5
17604,Brian Flores,81410916,47,41,49,3,4,4,4,7,2,72,68,79,1
17605,Walter Hall,379172,57,26,76,4,7,6,4,7,1,62,65,72,0
17606,Mary Damato,33830152,39,60,0,6,1,7,4,6,6,41,64,69,5
17607,Ruth Jones,73439505,68,78,0,6,0,1,2,7,1,59,47,71,1
17608,John Burton,86652139,49,57,22,4,4,2,5,2,3,68,69,67,3
17609,Steve Williams,38570865,2,25,21,1,2,5,4,0,7,83,90,58,1
17610,Linda Branson,6741544,0,37,26,5,3,2,2,5,4,97,72,63,0
17611,Linda Osborn,94228394,60,18,12,7,1,8,0,3,5,48,57,81,5
17612,Margaret Horton,42470123,85,60,14,4,11,1,5,2,0,61,92,57,2
17613,Ricky Turner,6074651,46,58,0,8,3,6,1,7,1,68,81,73,5
17614,Vernon Koller,14973607,67,67,71,6,2,6,3,2,3,59,98,79,4
17615,Linda Vorhies,89903214,63,60,41,3,3,5,6,5,4,43,62,76,5
17616,Walter Coleman,7971668,37,27,66,4,4,8,2,1,2,53,71,72,4
17617,Terry Corum,78668716,7,60,58,3,4,2,2,6,3,57,70,58,2
17618,Chester Palacios,1448068,56,45,49,3,4,2,3,4,3,64,68,81,2
17619,Curt Yang,93018126,50,69,83,7,3,4,2,0,5,63,68,63,4
17620,Marie Evans,5814708,50,61,4,3,5,4,4,4,2,37,73,48,3
17621,Susan Mikrot,79599033,18,28,61,5,1,6,3,3,2,62,67,59,4
17622,Cecil Kornegay,75571083,70,44,72,5,2,3,11,5,0,68,82,74,1
17623,Charlene Albright,87664806,6,38,3,7,5,5,4,2,0,62,73,83,3
17624,Ruth Carson,63296359,22,41,19,7,3,5,4,2,2,75,73,86,3
17625,Harold Propes,50800146,77,32,0,2,3,1,7,7,3,46,73,50,3
17626,Stanley Gilbert,3738704,37,45,30,5,5,2,4,6,2,77,62,70,1
17627,Alicia Graff,690232,24,49,26,7,4,8,3,4,5,76,66,60,3
17628,Gladys Carter,6000301,24,38,44,3,3,3,7,1,6,64,85,74,1
17629,Laverne Reyes,43910424,24,76,10,6,3,4,4,3,2,72,47,82,5
17630,Peggy Albrecht,93863561,28,59,53,4,8,2,3,4,2,58,74,45,2
17631,Elizabeth Sanders,4175763,60,68,25,2,1,2,2,9,0,79,74,76,1
17632,Laurie Sparks,33893724,1,2,68,0,4,3,5,4,6,83,91,86,1
17633,Jennifer Manning,85311011,15,35,23,3,4,6,4,6,2,69,61,64,1
17634,Joseph Walker,92139522,25,52,47,2,3,3,2,5,2,70,69,69,1
17635,Vincent Pike,92797114,0,52,36,2,3,0,7,8,7,100,80,57,0
17636,Bill Taylor,39582868,29,36,43,0,2,3,0,5,0,,44,54,0
17637,Rick Navarrete,96629617,27,35,18,3,7,2,5,4,6,88,76,57,0
17638,Linda Medina,13103869,25,51,15,3,4,4,2,5,3,80,76,64,1
17639,Megan Israel,2495212,43,10,23,4,4,3,4,4,0,51,51,47,5
17640,Allen Urey,99238713,0,6,43,3,2,8,2,3,2,67,77,69,4
17641,Richard Smith,65770882,48,61,29,4,4,2,6,8,2,56,46,51,5
17642,Janet Webb,47318889,28,65,48,3,5,3,5,5,4,68,72,68,2
17643,Robert Waldon,65755752,11,67,49,2,6,3,4,6,2,45,67,48,2
17644,Maxima Lebron,85064352,20,70,0,5,5,1,1,3,5,77,68,69,1
17645,Angel Dunigan,10980480,64,42,49,3,4,0,2,5,3,40,78,84,2
17646,Samuel Cooper,53465314,15,46,25,5,6,5,4,6,0,76,83,75,1
17647,Pamela Duplessis,54749998,46,32,34,6,1,6,1,1,4,60,46,90,5
17648,Essie Weisberg,55965602,8,53,58,3,6,4,3,6,2,70,61,46,2
17649,Olivia Phillips,17040826,38,47,39,4,4,4,4,5,3,71,79,75,1
17650,Deidre Mcphail,9156649,0,49,0,2,3,6,4,1,5,90,96,70,1
17651,Tonya Phillips,27899679,52,26,25,1,5,3,2,5,2,68,49,56,0
